Linear Kernel at high T with OUTCAR starting conditions
temperature (K);total energy (eV);Ion 1 x-position (A);Ion 1 x-velocity (A/fs);Ion 1 x-force;
1720.657050836942;-288.16461151419236;0.46055538;0.0165896;-6.05926053e-01
1747.3015771192572;-287.73400925493274;0.59820174;9.03684082e-03;-3.71877905
1739.721716462418;-287.8998583628873;0.62219704;-0.00355219;-2.61689326e+00
1814.441630089929;-286.68466883999776;0.56151661;-6.80844435e-03;0.34683029
1844.808494651571;-286.168528338247;5.04438052e-01;-4.41134024e-03;7.20508283e-01
1775.0362556864573;-287.3497116480298;0.46964174;-2.89335203e-03;1.47353796e-01
1781.9793382585806;-287.2358475854472;0.44069506;-3.11657349e-03;-0.22405934
1832.9133596716501;-286.44626496485483;4.05594840e-01;-3.86679390e-03;-1.65244281e-01
1810.957733097873;-286.7995457596269;0.36531546;-4.07653446e-03;3.10478523e-02
1819.9534913781367;-286.6375198209797;0.3262245;-3.60401644e-03;0.26159879
1792.9151979982341;-287.0742555546413;0.29522757;-2.60163769e-03;2.49206946e-01
1730.6219975570896;-288.2403427356107;2.71088796e-01;-2.52375865e-03;-2.44510603e-01
1689.829050391288;-288.90412702722887;0.23969324;-0.0038308;-3.56549849e-01
1703.4417643470665;-288.63323632331816;0.19880689;-3.90807769e-03;3.69801787e-01
1791.2142949775462;-287.2031549970211;0.16960541;-1.68452285e-03;0.785879
1702.7602468197954;-288.6726635274853;0.16505491;5.68150321e-04;0.44740113
1553.0237232605284;-291.11012553761424;1.75732258e-01;1.31438641e-03;0.0184895
1618.5108753426784;-289.99182177616046;0.18750278;8.83455715e-04;-2.29561041e-01
1655.7374193074347;-289.3873385134584;0.19208537;4.31151093e-05;-0.22784451
1750.0228962297365;-287.84913574011466;0.18880406;-6.66217414e-04;-1.71105015e-01
1829.4858524195874;-286.52841448123223;0.17988473;-1.03512987e-03;-3.03255932e-02
1816.795685102387;-286.7336029270788;0.17009219;-7.98306493e-04;0.17903503
1737.0571420673361;-288.0286677830394;0.16603375;5.75939678e-05;2.99809231e-01
1614.8676954962368;-290.040319599777;1.72356543e-01;1.24258468e-03;3.58158514e-01
1799.146870171612;-287.0851080636843;0.19095772;2.48633087e-03;3.73443196e-01
2049.3478702299917;-283.0117855023941;0.22246263;0.00383284;0.40143498
2033.5198512012855;-283.25264555787027;0.26734053;5.07833805e-03;0.29117581
1810.5144141742762;-286.89722389554123;0.32179952;5.66594192e-03;0.04192913
1581.5955026062632;-290.6545415645864;0.37746944;5.31013514e-03;-0.2252325
1719.965776882781;-288.4001403884941;0.42547358;4.16366393e-03;-0.44222105
1933.9278003075206;-284.91282700216874;0.45839634;2.33048863e-03;-5.89411145e-01
1869.77071380588;-285.9569565583739;0.47190267;4.61451487e-04;-4.33931106e-01
1671.978271249507;-289.22882831069745;0.47142653;-2.82810888e-04;2.91364068e-02
1761.3368080277078;-287.7707515567864;0.47195901;6.82762241e-04;0.53720964
1833.7694146502195;-286.5914150002506;0.49006657;3.12105517e-03;8.47011802e-01
1692.368734730469;-288.8544128058849;0.53636587;6.12967221e-03;0.82750825
1812.9353386892617;-286.8889557212777;0.60909272;0.00807553;2.66818666e-01
1885.1068707353845;-285.7285586981614;0.69112069;7.95522986e-03;-3.77927915e-01
1775.7625548731667;-287.5588316051909;0.76024196;5.49207367e-03;-9.69493153e-01
1866.4389653235894;-286.0806087161347;0.79761965;0.00201674;-9.14195614e-01
1919.8853958772934;-285.20949102105936;0.80487142;-2.48979991e-04;-3.67452853e-01
1849.3504602153519;-286.3232771851263;0.79878525;-7.44954541e-04;1.54300444e-02
1730.0077701434686;-288.34883239954496;0.79178491;-7.08477374e-04;-5.08039674e-02
1763.6767877313832;-287.8005756860508;0.78278144;-1.20726174e-03;-2.42816158e-01
1923.6617236687866;-285.16758866453495;0.76582806;-0.00221774;-2.97027335e-01
1864.3144268181272;-286.13649854367;0.74022351;-2.65857857e-03;1.02916735e-01
1873.2742670999683;-285.9901468452012;0.71901102;-1.20226888e-03;7.19578080e-01
1890.6909271318398;-285.706840182416;0.72029395;1.42090073e-03;0.65874721
1873.2595069478743;-285.9869498722333;0.7427098;2.72832952e-03;1.02498166e-01
1776.9511410996124;-287.55350743458325;0.76965926;2.51227617e-03;-1.56297070e-01
1699.4892318773325;-288.8564320456785;0.7921346;2.01165077e-03;-1.13002944e-01
1740.7718724648553;-288.1812902654659;0.81062019;1.69612116e-03;-9.28281283e-02
1825.487233143077;-286.81081208892397;0.82579346;1.32826634e-03;-0.12706498
1855.8924437058217;-286.37288038810277;0.83642393;7.58581582e-04;-1.95574061e-01
1796.4621494194787;-287.3427992387821;0.84052147;6.05584558e-05;-1.95822873e-01
1897.2550282020552;-285.7004573957107;0.83815502;-4.97281709e-04;-1.43794831e-01
1897.1576735311025;-285.7005777989167;0.83171682;-6.72579261e-04;0.05725852
1875.8203160239987;-286.0548754295777;0.82744092;-2.17401032e-05;3.56193597e-01
1921.5501341763609;-285.31045960284274;0.83423231;1.41772125e-03;4.16293251e-01
1843.8317707493472;-286.58987969237904;0.852643;1.82696467e-03;-3.27363103e-01
1777.477187586756;-287.70889389725477;0.85883702;-1.19151589e-03;-1.34656455e+00
1854.140561115302;-286.4382532689897;8.22184725e-01;-6.11293525e-03;-1.27359476e+00
1809.8729872694869;-287.15697651469753;0.74437295;-0.00893476;-0.41188791
1690.1612686091828;-289.1056969638328;0.65096192;-9.54172696e-03;-8.11613388e-02
1692.008898888102;-289.0978406826798;0.55408353;-9.87703106e-03;-1.48674452e-01
